0,14400,158.7353,158.5913,157.7205,157.9566,155.1326,136.8221,135.2142,152.8925,156.2267,156.8705,256.268,256.1905,255.5262,256.0205,256.2005,256.5597,31,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31
1,30400,152.6489,157.131,156.6655,156.4304,153.5576,140.0657,131.4358,150.8263,155.9654,155.5411,254.4279,253.7357,253.9659,254.1376,253.8578,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2,46400,153.9717,158.0072,157.4568,157.4479,156.1825,133.8733,131.1659,144.1115,157.0104,157.1364,254.1928,254.0139,254.2338,253.8617,253.8578,254.4241,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3,62400,155.559,156.2548,156.138,156.1761,150.6702,130.6297,132.7866,146.4359,155.1816,155.0094,254.1928,254.0139,254.2338,254.1376,254.129,254.6971,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
4,78400,156.8834,158.0072,157.193,157.7022,154.0826,133.2836,129.278,148.7602,157.2717,156.6046,254.1928,254.0139,254.2338,254.4136,254.129,254.4241,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
5,94400,160.3226,159.1755,158.7755,158.7197,155.6575,136.5272,132.7852,156.5081,157.7941,157.6682,254.1928,254.0139,254.5017,253.8617,254.4002,254.97,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
6,110400,158.2046,159.7596,159.0392,159.4827,155.3951,135.3477,136.5637,152.6342,159.3616,158.7317,254.4279,254.0139,253.9659,253.8617,254.129,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
7,126400,154.7654,159.1755,158.7755,158.7197,154.6076,134.758,136.5637,151.0846,158.3166,157.6682,254.1928,254.0139,253.9659,254.1376,254.129,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,142400,157.94,158.8834,157.7205,158.2109,154.8701,135.6426,131.1659,151.6011,157.5329,157.4023,254.1928,254.0139,254.2338,253.8617,254.129,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
9,158400,159.2644,158.2993,157.9842,157.9566,154.3451,130.6297,134.4046,151.0846,157.5329,157.1364,254.4279,254.0139,254.2338,254.1376,254.129,254.6971,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
10,174400,160.3226,159.1755,159.0392,158.974,154.6076,138.8862,137.1048,153.6673,158.5779,157.9341,254.4279,253.7357,254.2338,253.8617,253.8578,254.4241,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
11,190400,157.4109,158.5913,158.248,158.4653,153.8201,136.2323,131.1659,149.2767,157.5329,157.6682,254.4279,253.7357,253.9659,253.8617,253.8578,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
12,206400,156.3527,158.0072,157.193,157.4479,154.8701,135.9375,135.754,151.0846,157.0104,156.8705,254.4279,254.0139,253.9659,254.1376,253.8578,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
13,222400,154.7654,158.0072,157.4568,157.9566,152.7702,136.2323,132.2455,154.9586,157.0104,156.8705,253.9577,253.7357,253.9659,253.8617,254.129,254.1511,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
14,238400,155.8236,159.4675,159.303,159.2283,156.1825,137.117,132.5154,152.3759,157.7941,158.7317,254.1928,254.0139,254.2338,254.1376,253.5866,254.1511,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
15,254400,155.559,160.0517,159.303,159.4827,155.3951,136.8221,137.3747,153.1507,158.5779,157.9341,254.1928,253.4574,253.698,253.5858,253.5866,254.4241,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
16,270400,157.9416,157.7151,156.9293,157.1935,155.3951,136.5272,132.5167,150.3098,156.7491,156.0729,253.9577,253.7357,253.9659,253.3098,254.129,254.1511,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
17,286400,155.8236,158.8834,158.248,158.2109,154.0826,137.117,137.6446,149.7933,157.7941,157.4023,253.7225,253.7357,253.698,253.5858,253.5866,254.4241,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
18,302400,153.7071,156.5469,156.138,156.1761,153.0326,133.2836,131.9756,153.6673,155.4429,155.2752,253.9577,253.4574,253.698,253.5858,253.5866,254.6971,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
19,318400,155.8236,157.4231,157.4568,157.7022,155.6575,136.8221,133.5949,152.6342,156.4879,156.3388,253.7225,253.1792,253.4301,253.3098,253.0441,254.1511,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
20,334400,157.4125,156.5469,155.6105,155.9217,150.6702,130.9246,132.7852,149.535,154.6592,155.2752,253.7225,253.7357,253.4301,253.3098,253.5866,253.8781,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
21,350400,157.4125,157.4231,157.193,157.1935,151.1952,136.2323,132.2468,150.0515,155.7042,156.3388,253.4874,253.1792,253.4301,253.0339,253.3154,253.6051,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
22,366400,153.9717,158.8834,158.5117,158.4653,155.3951,137.4118,140.3435,151.8594,157.5329,157.1364,253.7225,253.4574,253.4301,253.3098,253.3154,253.8781,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
23,382400,152.1198,155.9628,155.8743,155.9217,150.9327,131.2195,133.5949,155.2168,155.7042,155.2752,253.7225,253.4574,253.1622,253.3098,253.3154,253.8781,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
24,398400,155.2945,157.131,156.138,156.6848,153.5576,132.6938,134.4046,153.409,155.4429,155.5411,253.4874,253.1792,253.1622,253.3098,253.3154,253.6051,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
25,414400,154.2362,158.0072,157.193,157.4479,154.3451,133.8733,131.1659,153.409,156.4879,156.3388,253.7225,253.1792,253.4301,253.0339,253.3154,253.8781,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
26,430400,153.7071,156.2548,156.138,155.6673,152.7702,133.8733,131.707,153.9255,155.1816,155.2752,253.2522,253.1792,253.4301,253.0339,253.5866,253.6051,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
27,446400,157.677,156.2548,156.138,155.9217,151.9827,128.8604,131.9769,150.8263,154.9204,154.7435,253.4874,252.901,253.4301,253.0339,253.3154,253.8781,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
28,462400,152.3844,153.9183,153.5005,153.3781,147.2578,126.7963,130.8973,148.7602,153.6142,152.6164,253.2522,253.1792,253.4301,253.5858,253.0441,253.8781,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
29,478400,157.1464,158.0072,157.193,157.7022,154.3451,131.5143,136.5637,151.3429,157.0104,156.6046,253.4874,253.4574,252.8943,253.0339,253.3154,253.8781,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
30,494400,154.7654,156.8389,156.138,156.1761,153.8201,134.758,135.4841,147.9854,154.9204,155.0094,253.4874,252.901,253.4301,253.3098,253.0441,253.8781,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
31,510400,154.7654,156.8389,156.138,156.1761,153.2951,132.6938,129.0068,151.0846,156.4879,156.0729,253.7225,253.4574,253.698,253.0339,253.3154,253.8781,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
