0,14400,159.5274,-24.17319,-79.67953,-100.4754,-119.8681,-126.6764,-112.2047,-102.6917,-82.83411,-71.56116,257.2497,257.0743,257.1806,256.897,257.1124,257.9729,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1,30400,158.9983,-24.75567,-80.20547,-100.9828,-120.3916,-127.2643,-113.281,-103.4638,-84.13654,-73.15142,257.2497,256.7961,257.4485,257.1729,257.1124,257.4269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2,46400,158.9983,-24.17319,-79.9425,-100.9828,-120.3916,-127.5582,-112.4738,-102.9491,-84.13654,-72.09126,257.0146,257.0743,257.1806,257.1729,257.1124,257.4269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3,62400,159.5274,-23.5907,-79.67953,-100.4754,-119.8681,-126.6764,-112.4738,-102.4343,-83.35508,-71.82621,257.2497,256.5179,256.9128,256.897,256.8412,257.9729,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
4,78400,159.2628,-25.04691,-80.73141,-100.9828,-120.6533,-127.8521,-113.281,-103.7212,-84.39703,-72.62133,257.0146,257.3525,257.1806,256.6211,257.1124,257.4269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
5,94400,159.7919,-23.5907,-79.41656,-99.96791,-119.3447,-126.6764,-111.6665,-101.9196,-82.83411,-71.03108,257.0146,256.7961,257.1806,256.897,257.1124,257.4269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
6,110400,160.5856,-23.29945,-78.89063,-99.20673,-119.3447,-125.7947,-111.6665,-101.6622,-82.57362,-71.03108,257.4849,256.7961,257.1806,257.1729,257.3836,257.4269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
7,126400,158.4691,-24.46443,-80.46844,-100.9828,-120.1298,-127.2643,-113.0119,-103.2064,-84.39703,-72.35629,257.0146,257.0743,256.9128,257.1729,257.1124,257.6999,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,142400,160.5856,-22.42572,-78.62766,-98.69927,-118.2978,-125.2069,-110.8593,-100.6327,-81.53169,-69.97092,257.2497,256.7961,257.4485,257.1729,256.8412,257.9729,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
9,158400,160.321,-22.71697,-78.36469,-99.20673,-118.2978,-124.913,-111.1284,-101.4048,-82.31314,-71.03108,257.2497,257.0743,257.1806,256.897,257.3836,257.6999,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
