0,14400,-535.6656,-486.3761,-429.6909,-380.8422,-354.6317,-336.8241,-213.6463,-183.2493,-132.0657,-80.04249,252.5468,252.6228,253.1622,252.7579,252.5017,253.0591,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1,30400,-536.4572,-485.5023,-429.428,-380.8422,-354.6317,-335.9424,-214.1845,-182.4772,-131.5448,-79.51241,252.7819,252.3446,252.8943,252.482,252.5017,253.0591,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2,46400,-536.7211,-487.5411,-430.7428,-381.8571,-355.1551,-336.8241,-216.3371,-184.2788,-132.8472,-81.10265,253.0171,252.3446,252.6264,252.482,252.5017,253.0591,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3,62400,-538.0404,-488.4148,-431.7947,-382.872,-356.202,-337.412,-216.6062,-184.7935,-133.1077,-81.63274,252.7819,252.0663,252.6264,252.482,252.2305,253.0591,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
4,78400,-538.0404,-489.2885,-432.5836,-383.3795,-355.9403,-337.7059,-216.3371,-185.5657,-133.6286,-81.89778,252.7819,252.6228,252.6264,253.0339,252.7729,253.6051,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
5,94400,-538.5682,-488.9973,-432.3206,-383.1257,-356.202,-337.412,-212.2595,-184.5362,-132.3262,-80.83762,253.0171,252.3446,252.6264,252.7579,252.5017,252.7861,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
6,110400,-537.7766,-488.1236,-431.7947,-382.3645,-355.6786,-337.7059,-210.9144,-184.0214,-132.3262,-80.04249,252.7819,252.901,252.8943,252.482,252.7729,253.0591,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32
7,126400,-537.5127,-488.1236,-432.0576,-382.6183,-356.202,-337.412,-216.068,-184.7935,-132.5867,-81.10265,252.5468,252.3446,252.8943,252.482,252.5017,252.7861,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,142400,-536.7211,-488.1236,-431.7947,-382.6183,-355.1551,-337.118,-215.2608,-183.7641,-132.0657,-80.04249,252.7819,252.901,252.8943,252.482,252.7729,253.3321,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
9,158400,-535.9294,-486.6673,-429.9539,-380.8422,-353.5848,-335.6485,-213.1082,-182.9919,-130.7633,-78.98233,253.2522,252.3446,252.6264,253.0339,252.5017,253.3321,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
