0,14400,63.22892,1.75239,-20.77453,-30.19335,-38.73468,-41.1478,-36.05618,-30.88471,-22.66216,-20.67323,113.1052,113.2351,112.7844,112.8581,113.3681,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1,30400,62.96436,2.044456,-20.77453,-30.7008,-38.73468,-41.73562,-36.59433,-30.62734,-23.44362,-22.52851,112.8701,112.6787,113.0523,113.134,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2,46400,63.75803,1.75239,-20.77453,-30.44708,-38.9964,-41.73562,-36.32525,-31.14209,-23.18313,-21.73339,112.8701,112.6787,113.0523,113.134,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3,62400,63.49348,2.044456,-21.0375,-30.44708,-38.9964,-42.02954,-36.32525,-31.39946,-23.44362,-21.73339,112.8701,112.9569,113.0523,112.8581,112.8257,112.7437,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
4,78400,62.69981,1.75239,-21.30047,-30.95453,-38.9964,-42.02954,-36.32525,-31.39946,-23.44362,-21.99843,113.1052,112.9569,113.3202,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
5,94400,63.49348,1.75239,-21.30047,-30.95453,-38.73468,-41.73562,-36.32525,-31.14209,-23.18313,-21.20331,113.1052,112.9569,112.7844,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
6,110400,63.75803,1.75239,-20.77453,-30.44708,-38.73468,-41.44171,-36.32525,-30.88471,-23.44362,-21.73339,112.8701,112.9569,112.7844,113.134,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
7,126400,63.49348,2.044456,-20.77453,-30.44708,-38.9964,-41.73562,-36.32525,-31.14209,-23.44362,-21.73339,113.1052,112.9569,112.7844,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,142400,64.02259,2.336521,-20.51156,-30.19335,-37.94952,-41.1478,-35.7871,-30.62734,-22.66216,-21.20331,112.8701,112.9569,112.7844,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
9,158400,63.49348,2.336521,-20.51156,-30.44708,-38.47296,-41.44171,-36.32525,-30.88471,-23.18313,-21.46835,113.1052,112.6787,112.7844,112.8581,112.8257,113.5627,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
10,174400,64.02259,2.628586,-20.51156,-29.93962,-38.73468,-41.1478,-35.51803,-30.62734,-23.18313,-21.46835,112.6349,112.9569,113.0523,112.5821,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
11,190400,63.49348,2.336521,-21.0375,-30.19335,-38.73468,-42.02954,-36.05618,-31.14209,-23.44362,-21.20331,112.8701,112.6787,112.7844,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
12,206400,63.49348,2.628586,-20.51156,-29.6859,-38.21124,-41.1478,-35.51803,-30.1126,-22.66216,-20.67323,113.1052,112.6787,112.7844,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
13,222400,63.75803,2.628586,-20.24859,-29.43218,-37.68779,-40.85389,-35.24895,-29.85523,-22.14119,-20.67323,113.1052,113.2351,112.7844,112.8581,112.8257,113.5627,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
14,238400,63.75803,2.628586,-19.98563,-29.43218,-37.68779,-40.85389,-35.51803,-29.59785,-22.40168,-21.20331,113.1052,112.9569,113.0523,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
15,254400,64.02259,2.920651,-20.24859,-29.17845,-37.68779,-40.55997,-35.24895,-30.1126,-22.14119,-20.67323,112.8701,113.5133,113.0523,113.134,113.3681,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
16,270400,63.22892,2.920651,-20.24859,-29.93962,-37.94952,-40.85389,-35.7871,-30.62734,-22.92265,-21.46835,113.1052,113.2351,112.7844,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
17,286400,63.22892,2.044456,-20.77453,-30.19335,-38.73468,-41.44171,-36.05618,-30.88471,-23.44362,-21.46835,112.8701,113.2351,113.0523,112.8581,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
18,302400,63.22892,2.336521,-20.51156,-30.44708,-38.21124,-41.44171,-36.05618,-30.62734,-23.18313,-21.20331,112.8701,112.9569,112.7844,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
19,318400,63.22892,2.628586,-20.24859,-29.6859,-37.94952,-40.55997,-35.7871,-30.36997,-22.40168,-20.93827,113.3404,112.9569,113.0523,113.134,112.5545,113.5627,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
20,334400,62.96436,2.628586,-20.24859,-29.93962,-38.21124,-40.85389,-35.24895,-30.36997,-22.40168,-21.20331,112.8701,112.6787,113.0523,113.134,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
21,350400,63.75803,3.504781,-19.72266,-29.17845,-37.16435,-39.97215,-34.7108,-29.59785,-21.62023,-20.14314,112.6349,113.2351,112.7844,112.8581,113.0969,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
22,366400,63.49348,2.920651,-19.45969,-29.17845,-37.16435,-40.26606,-34.97987,-29.59785,-22.14119,-20.67323,113.1052,112.6787,112.5165,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
23,382400,63.49348,3.212716,-19.45969,-28.671,-37.68779,-40.26606,-34.97987,-29.59785,-22.14119,-20.67323,113.1052,112.9569,112.7844,113.134,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
24,398400,63.49348,3.796846,-19.45969,-28.671,-37.42607,-40.55997,-34.97987,-29.34048,-21.88071,-20.40819,113.1052,112.6787,113.0523,113.134,113.0969,113.5627,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
25,414400,63.22892,3.504781,-19.45969,-29.43218,-37.16435,-40.26606,-34.97987,-29.85523,-22.14119,-20.40819,113.1052,112.6787,113.0523,113.134,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
26,430400,63.75803,3.212716,-19.72266,-29.17845,-37.42607,-40.55997,-34.97987,-29.85523,-22.14119,-20.93827,112.8701,112.6787,112.7844,112.5821,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
27,446400,63.49348,3.212716,-19.72266,-29.17845,-37.16435,-40.55997,-35.24895,-29.59785,-22.14119,-20.14314,112.8701,112.9569,113.0523,112.8581,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
28,462400,63.75803,2.920651,-19.72266,-28.92472,-37.68779,-40.55997,-35.24895,-30.1126,-22.40168,-20.93827,113.1052,112.9569,112.5165,113.134,112.5545,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
