0,14400,64.5517,64.83844,64.61793,64.60703,64.31046,64.28279,63.15395,58.10947,54.8622,58.22821,112.8701,113.2351,112.7844,112.5821,113.0969,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1,30400,62.69981,64.25431,64.09044,64.35268,63.78548,63.98792,63.42384,58.36773,55.64595,59.02586,112.8701,112.9569,112.7844,113.134,112.5545,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2,46400,64.02259,65.13052,64.61793,64.86139,64.83544,63.98792,64.5034,62.75822,57.47469,60.35527,113.1052,112.6787,113.3202,112.5821,112.8257,113.2897,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3,62400,63.49348,64.54638,64.09044,64.60703,64.04797,63.69304,61.26474,56.30161,55.12345,58.4941,112.6349,112.4004,112.5165,112.8581,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
4,78400,62.43525,63.08605,62.77171,63.08088,62.47301,62.21866,61.53463,56.81814,53.29471,56.10115,112.8701,112.6787,112.7844,112.5821,112.5545,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
5,94400,62.69981,64.54638,63.82669,64.09832,63.78548,64.28279,63.42384,61.98343,58.25844,60.62115,112.8701,112.9569,112.7844,112.8581,112.2833,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
6,110400,64.5517,65.13052,64.35419,65.11575,64.57295,65.16741,63.15395,58.88426,53.81721,57.96233,112.8701,112.6787,112.7844,112.8581,113.0969,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
7,126400,64.02259,64.54638,64.35419,64.35268,64.31046,63.98792,63.69373,60.43384,53.55596,56.8988,112.8701,112.6787,112.5165,112.3062,112.8257,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,142400,64.5517,65.13052,64.61793,64.60703,64.31046,64.57766,63.96362,59.40078,56.95219,59.29174,112.8701,112.9569,112.5165,112.8581,113.0969,112.7437,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
9,158400,62.96436,64.25431,63.82669,64.09832,63.78548,63.39817,60.99485,56.81814,51.46597,53.9741,112.6349,112.4004,112.5165,112.8581,112.5545,113.0167,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
